directorID,directorName
timbor_bekmambetov,Timur Bekmambetov
jonathan_frakes,Jonathan Frakes
scott_hicks,Scott Hicks
billy_bob_thornton,Billy Bob Thornton
bruce_sinofsky,Bruce Sinofsky
hans_peter_moland,Hans Petter Moland
patrice_leconte,Patrice Leconte
clyde_geronimi,Clyde Geronimi
claire_denis,Claire Denis
nicholas_meyer,Nicholas Meyer
william_shatner,William Shatner
leonard_nimoy,Leonard Nimoy
daniel_j_sullivan,Daniel J. Sullivan
joseph_h_lewis,Joseph H. Lewis
joe-alves,Joe Alves
alexander_payne,Alexander Payne
cameron_crowe,Cameron Crowe
anjelicahuston,Anjelica Huston
jerry_zaks,Jerry Zaks
mike_judge,Mike Judge
tony_gilroy,Tony Gilroy
robert_harling,Robert Harling
bill_whelan,Bill Whelan
dan_ireland,Dan Ireland
nicolas_roeg,Nicolas Roeg
murray_lerner,Murray Lerner
jerry_garcia,Jerry Garcia
peter_davis,Peter Davis
robert_butler,Robert Butler
michael_rymer,Michael Rymer
thomas_carter_ii,Thomas Carter (II)
1181454-bryan_bertino,Bryan Bertino
_0001949,Andrew Birkin
peter_baldwin,Peter Baldwin
e_max_frye,E. Max Frye
jeremiah_chechik,Jeremiah Chechik
juan_carlos_tabio,Juan Carlos Tabío
jan_sverak,Jan Sverák
326391904,Vondie CurtisHall
christopher_guest,Christopher Guest
sergey_bodrov,Sergey Bodrov
craig_rosenberg,Craig Rosenberg
paul_miller,Paul Miller
stephen_kessler,Stephen Kessler
david_lynch,David Lynch
1105876-mark_christopher,Mark Christopher
john_pasquin,John Pasquin
elwood-perez,Elwood Perez
theodore_witcher,Theodore Witcher
thorkranong_sirchua,Thorkranong Sirchua
paul_haggis,Paul Haggis
greg_mottola,Greg Mottola
rolf_de_heer,Rolf de Heer
mark_dindal,Mark Dindal
robert_townsend,Robert Townsend
emmakate_croghan,Emma-Kate Croghan
david_winning,David Winning
dennis_rodman,Dennis Rodman
george_armitage,George Armitage
leslie_greif,Leslie Greif
gordon_hessler,Gordon Hessler
tom_schulman,Tom Schulman
angela-pope,Angela Pope
1185571-robert_cuffley,Robert Cuffley
seth_zvi_rosenfeld,Seth Zvi Rosenfeld
nana_dzhordzhadze,Nana Dzhordzhadze
david_mirkin,David Mirkin
chen_kaige,Chen Kaige
1054857-peter_duncan,Peter Duncan
zoe_r_cassavetes,Zoe R. Cassavetes
cecil_b_demille,Cecil B. DeMille
mo_ogrodnik,Mo Ogrodnik
kiefer_sutherland,Kiefer Sutherland
ronny_yu,Ronny Yu
philip_goodhew,Philip Goodhew
caroline_link,Caroline Link
kevin_bacon,Kevin Bacon
jeanpierre_dardenne,Jean-Pierre Dardenne
agnes_varda,Agnès Varda
joe_mantello,Joe Mantello
masayuki_suo,Masayuki Suo
duncan_mclachlan,Duncan McLachlan
kevin_allen,Kevin Allen
griffin_dunne,Griffin Dunne
mark_herman,Mark Herman
david_hare,David Hare
jacques_doillon,Jacques Doillon
sandy_tung,Sandy Tung
andy_cadiff,Andy Cadiff
clare_peploe,Clare Peploe
caroline_thompson,Caroline Thompson
simon_west,Simon West
_0557501,Laetitia Masson
adrienne_shelly,Adrienne Shelly
dana_lustig,Dana Lustig
lambert_hillyer,Lambert Hillyer
finn_taylor,Finn Taylor
kumkum_bhavnani,Kum-Kum Bhavnani
john_musker,John Musker
stephen_kay,Stephen Kay
gary_nelson,Gary Nelson
shinya_tsukamoto,Shinya Tsukamoto
cedric_klapisch,Cédric Klapisch
tarsem,Tarsem Singh
mohsen_makhmalbaf,Mohsen Makhmalbaf
william_dear,William Dear
shirley_barrett,Shirley Barrett
john_milius,John Milius
james_mangold,James Mangold
mark_dippe,Mark Dippe
charles_martin_smith,Charles Martin Smith
neil_labute,Neil LaBute
sam_pillsbury,Sam Pillsbury
bill_duke,Bill Duke
brett_ratner,Brett Ratner
john_nicolella,John Nicolella
tony_vitale,Tony Vitale
miguel_arteta,Miguel Arteta
mimi_leder,Mimi Leder
jean_jacques_annud,Jean-Jacques Annud
matthew_harrison,Matthew Harrison
robert_kurtzman,Robert Kurtzman
felix_enriquez_alcala,Félix Enríquez Alcalá
mark_joffe,Mark Joffe
770756576,Marian Terlecki
gavin_wilding,Gavin Wilding
lionel_c_martin,Lionel C. Martin
peter_cattaneo,Peter Cattaneo
nancy_meckler,Nancy Meckler
john_madden,John Madden
jim_gillespie,Jim Gillespie
stuart_gillard,Stuart Gillard
andy_wilson_iv,Andy Wilson (IV)
mark_waters_viii,Mark Waters (VIII)
guy_ferland,Guy Ferland
andrew_niccol,Andrew Niccol
charles_sturridge,Charles Sturridge
james-cox,James Cox
kasi_lemmons,Kasi Lemmons
jeb_stuart,Jeb Stuart
jim_kouf,Jim Kouf
robert-downey-sr,Robert Downey Sr.
costagavras,Costa-Gavras
jonas_pate,Jonas Pate
alex_zamm,Alex Zamm
1049943-peter_howitt,Peter Howitt
john_r_leonetti,John R. Leonetti
billy-hopkins,Billy Hopkins
don_bluth,Don Bluth
_0365311,Scott Harris
robert_duvall,Robert Duvall
agnes_merlet,Agnès Merlet
sean-mathias,Sean Mathias
louis-saia,Louis Saïa
les_mayfield,Les Mayfield
raja_gosnell,Raja Gosnell
joel_ben_marsden,Joel Ben Marsden
_0365131,Monika Harris
martin_kitrosser,Martin Kitrosser
gore_verbinski,Gore Verbinski
stephen_kijak,Stephen Kijak
cindy-sherman,Cindy Sherman
_0734308,David Rocksavage
_0566506,Bret McCormick
roger_spottiswoode,Roger Spottiswoode
richard_friedenberg,Richard Friedenberg
alan_rickman,Alan Rickman
alain_berliner,Alain Berliner
sean_mcnamara,Sean McNamara
george_mendeluk,George Mendeluk
darin_scott,Darin Scott
joseph_dorman,Joseph Dorman
dean_semler,Dean Semler
manny_coto,Manny Coto
_0915400,Michael Waxman
stefan_schwartz,Stefan Schwartz
stephen_sommers,Stephen Sommers
bret_michaels,Bret Michaels
charlie_peters,Charlie Peters
antoine_fuqua,Antoine Fuqua
mark_pavia,Mark Pavia
_0668132,Michael Paxton
robert_dornhelm,Robert Dornhelm
roberto_benabib,Roberto Benabib
catherine_hardwicke,Catherine Hardwicke
richard_kwietniowski,Richard Kwietniowski
jorge_fons,Jorge Fons
david_breashears,David Breashears
jonathan_darby,Jonathan Darby
randall_wallace,Randall Wallace
spike_jonze,Spike Jonze
1104069-john_roberts,John Roberts
takeshi_kitano,Takeshi Kitano
henry_hathaway,Henry Hathaway
m_night_shyamalan,M. Night Shyamalan
james_toback,James Toback
blythe_danner,Blythe Danner
john_hillcoat,John Hillcoat
steve_boyum,Steve Boyum
ice_cube,Ice Cube
craig_lahiff,Craig Lahiff
david_mamet,David Mamet
guy_crawford,Guy Crawford
whit_stillman,Whit Stillman
barnet_kellman,Barnet Kellman
jake_kasdan,Jake Kasdan
gary_oldman,Gary Oldman
julie_davis,Julie Davis
david_decoteau,David DeCoteau
todd_holland,Todd Holland
sammohungkambo,Sammo Hung Kam-Bo
abbas_kiarostami,Abbas Kiarostami
mike_van_diem,Mike van Diem
paul_sletaune,Paul Sletaune
john_warren,John Warren
larry_david,Larry David
barbara_kopple,Barbara Kopple
kirk_wong,Kirk Wong
carl_schenkel,Carl Schenkel
tim_mccanlies,Tim McCanlies
leonid_boyko,Leonid Boyko
james_f_robinson,James F. Robinson
jill_sprecher,Jill Sprecher
thom_fitzgerald,Thom Fitzgerald
frederik_du_chau,Frederik Du Chau
warren_beatty,Warren Beatty
don_roos,Don Roos
michael_martin,Michael Martin
christopher_nolan,Christopher Nolan
antonio_tibaldi,Antonio Tibaldi
david_mcnally_ii,David McNally (II)
deborah_kaplan,Deborah Kaplan
des_mcanuff,Des McAnuff
lisa_cholodenko,Lisa Cholodenko
1058590-david_leland,David Leland
lavinia_currier,Lavinia Currier
majid_majidi,Majid Majidi
tim_kirkman,Tim Kirkman
tiffanie_debartolo,Tiffanie DeBartolo
christopher_scott_cherot,Christopher Scott Cherot
noah_baumbach,Noah Baumbach
tony_bancroft,Tony Bancroft
marc_evans,Marc Evans
rob_bowman,Rob Bowman
paddy_breathnach,Paddy Breathnach
chris_eyre,Chris Eyre
vincent_gallo,Vincent Gallo
darren_aronofsky,Darren Aronofsky
robert_aldrich,Robert Aldrich
rob-king,Rob King
196111261,Edward D. Wood Jr.
_0064600,Harry Beaumont
lewis_milestone,Lewis Milestone
kelly_asbury,Kelly Asbury
edmund_goulding,Edmund Goulding
frank_lloyd,Frank Lloyd
robert_z_leonard,Robert Z. Leonard
jerome_robbins,Jerome Robbins
robert_benton,Robert Benton
hugh-hudson,Hugh Hudson
alex_cox,Alex Cox
jim_henson,Jim Henson
1053315-john_hughes,John Hughes
jack_sholder,Jack Sholder
sean_s_cunningham,Sean S. Cunningham
joseph_zito,Joseph Zito
danny_steinmann,Danny Steinmann
tom_mcloughlin,Tom McLoughlin
john_carl_buechler,John Carl Buechler
rob_hedden,Rob Hedden
rob_zombie,Rob Zombie
rick-rosenthal,Rick Rosenthal
tommy_lee_wallace,Tommy Lee Wallace
dominique_otheningirard,Dominique Othenin-Girard
nelson_mccormick,Nelson McCormick
bruce_pittman,Bruce Pittman
ron_oliver,Ron Oliver
clay_borris,Clay Borris
john_lafia,John Lafia
jack_bender,Jack Bender
tobe_hooper,Tobe Hooper
gary_a_sherman,Gary A. Sherman
william_peter_blatty,William Peter Blatty
theresa_connelly,Theresa Connelly
michael_oblowitz,Michael Oblowitz
ronald_neame,Ronald Neame
vincent_mceveety,Vincent McEveety
charley_rogers,Charley Rogers
david_nutter,David Nutter
zhang_yuan,Zhang Yuan
jeff_blyth,Jeff Blyth
charles_jarrott,Charles Jarrott
steven_hilliard_stern,Steven Hilliard Stern
mikael_salomon,Mikael Salomon
katsuyuki_motohiro,Katsuyuki Motohiro
david_zucker,David Zucker
sarah_kelly,Sarah Kelly
sandra_goldbacher,Sandra Goldbacher
jacques_tourneur,Jacques Tourneur
peter_masterson,Peter Masterson
liliana_cavani,Liliana Cavani
istvan_szabo,István Szabó
jeremy_kagan,Jeremy Kagan
sanjay-gadhavi,Sanjay Gadhvi
john-lounsbery,John Lounsbery
andy_fickman,Andy Fickman
toby_shelton,Toby Shelton
walter_murch,Walter Murch
harve_foster,Harve Foster
xavier_koller,Xavier Koller
walt_disney,Walt Disney
ernie_orsatti_ii,Ernie Orsatti (II)
steven_lisberger,Steven Lisberger
ralph_s_singleton,Ralph S. Singleton
stephen_king,Stephen King
fraser_heston,Fraser Clarke Heston
lewis_teague,Lewis Teague
fritz_kiersch,Fritz Kiersch
jesse_peretz,Jesse Peretz
john_hamburg,John Hamburg
ulrike_koch,Ulrike Koch
gary_winick,Gary Winick
martin_rosen,Martin Rosen
phil_nibbelink,Phil Nibbelink
michael_chapman,Michael Chapman
ethan_wiley,Ethan Wiley
jamie_uys,Jamie Uys
1080722-richard_martin,Richard Martin
kevin_rodney_sullivan,Kevin Rodney Sullivan
tamara_jenkins,Tamara Jenkins
pupi_avati,Pupi Avati
bigas_luna,Bigas Luna
chuck_parello,Chuck Parello
don-hawks,Don Hawks
john_de_bello,John De Bello
peter_george,Peter George
stephen_norrington,Stephen Norrington
randa_haines,Randa Haines
alan_cohn,Alan Cohn
pat_proft,Pat Proft
brad_anderson,Brad Anderson
sarah_kernochan,Sarah Kernochan
vincent_ward,Vincent Ward
bill_plympton,Bill Plympton
robert_bierman,Robert Bierman
francois_ozon,François Ozon
bob_saget,Bob Saget
tsui_hark,Hark Tsui
william_nicholson,William Nicholson
michael_akers,Michael Akers
1051480-david_sutherland,David Sutherland
david_ondaatje,David Ondaatje
vincenzo_natali,Vincenzo Natali
timothy_hutton,Timothy Hutton
lance_hool,Lance Hool
mark_johnson,Mark Johnson
robert_towne,Robert Towne
tony_bill,Tony Bill
lewis_john_carlino,Lewis John Carlino
tamar_simon_hoffs,Tamar Simon Hoffs
paul_brickman,Paul Brickman
_0783299,Peter Sellars
selwyn-roberts,Selwyn Roberts
andrew_prendergast,Andrew Prendergast
jerry-schatzberg,Jerry Schatzberg
chia-liang-liu,Chia-Liang Liu
madonna,Madonna
don_mckellar,Don McKellar
carl_schultz,Carl Schultz
dan_aykroyd,Dan Aykroyd
terry_hughes,Terry Hughes
adrian_lyne,Adrian Lyne
_0858599,Caroline Thomas
david_veloz,David Veloz
lance_mungia,Lance Mungia
jamie_blanks,Jamie Blanks
david_dobkin,David Dobkin
shekhar_kapur,Shekhar Kapur
lindsay_anderson,Lindsay Anderson
piers_haggard,Piers Haggard
david_moreau,David Moreau
susanna_styron,Susanna Styron
eric_darnell,Eric Darnell
john-pieplow,John Pieplow
charles_crichton,Charles Crichton
susan_stroman,Susan Stroman
john_maybury,John Maybury
marc_levin,Marc Levin
arthur_marks,Arthur Marks
evan-dunsky,Evan Dunsky
william-ryan,William Ryan
gary_ross,Gary Ross
roberto_benigni,Roberto Benigni
trey_parker,Trey Parker
1044270-john_harrison,John Harrison
tony_kaye,Tony Kaye
sr_bindler,S.R. Bindler
richard_lagravenese,Richard LaGravenese
hype_williams,Hype Williams
todd_haynes,Todd Haynes
martin_brest,Martin Brest
pat_oconner,Pat O'Conner
bruce_mcdonald,Bruce McDonald
j_todd_anderson,J. Todd Anderson
andreykonchalovskiy,Andrey Konchalovskiy
eugene_corr,Eugene Corr
james_d_parriott,James D. Parriott
igor_kovalyov,Igor Kovalyov
walter-salles-jr,Walter Salles Jr.
peter-antonijevic,Peter Antonijevic
1128005-kirk_jones,Kirk Jones
thomas_vinterberg,Thomas Vinterberg
daniel_davis_edward_d_wood_jr,Daniel Davis [Edward D. Wood Jr.]
inoshiro-honda,Ishirô Honda
charles_mccracken_ii,Charles McCracken (II)
susan_seidelmun,Susan Seidelmun
douglas_aarniokoski,Douglas Aarniokoski
john_glen,John Glen
jerry_paris,Jerry Paris
jim_drake_ii,Jim Drake (II)
alan_myerson,Alan Myerson
peter_bonerz,Peter Bonerz
neil_abramson,Neil Abramson
1001257-peter_berg,Peter Berg
troy_miller,Troy Miller
brenda_chapman,Brenda Chapman
glenn_jordan,Glenn Jordan
john_d_hancock,John D. Hancock
sylvester_stallone,Sylvester Stallone
jack-fisk,Jack Fisk
alan_metter,Alan Metter
clyde_bruckman,Clyde Bruckman
paul_greengrass,Paul Greengrass
terrence_malick,Terrence Malick
maya_angelou,Maya Angelou
anthony_drazan,Anthony Drazan
franco_zeffirelli,Franco Zeffirelli
anand_tucker,Anand Tucker
willard_carroll,Willard Carroll
shane_meadows,Shane Meadows
john_bruno,John Bruno
rodney_amateau,Rodney Amateau
willard_huyck,Willard Huyck
tibor_takacs,Tibor Takács
david_cronenberg,David Cronenberg
chris_walas,Chris Walas
1150240-wayne_kramer,Wayne Kramer
mark_l_lester,Mark L. Lester
marcus_nispel,Marcus Nispel
jeff_burr,Jeff Burr
kim_henkel,Kim Henkel
michael_dougherty,Michael Dougherty
glen_pitre,Glen Pitre
peter-faiman,Peter Faiman
john_cornell,John Cornell
norman_mailer,Norman Mailer
j_lee_thompson,J. Lee Thompson
anne_fontaine,Anne Fontaine
alex_de_la_iglesia,Alex de la Iglesia
robert_iscove,Robert Iscove
nancy_savoca,Nancy Savoca
joe_carnahan,Joe Carnahan
michael_powell,Michael Powell
_0445844,Bob Kellett
brian_helgeland,Brian Helgeland
1078733-mark_tarlov,Mark Tarlov
myles-berkowitz,Myles Berkowitz
rene_laloux,René Laloux
julia_sweeney,Julia Sweeney
darren_stein,Darren Stein
samira_makhmalbaf,Samira Makhmalbaf
risa_bramon_garcia,Risa Bramon Garcia
peyton_reed,Peyton Reed
1029950-michael_davis,Michael Davis
richard_wenk,Richard Wenk
shohei_imamura,Shohei Imamura
mary_lambert,Mary Lambert
david-price,David Price
james_dr_hickox,James D.R. Hickox
william_malone,William Malone
jack_smight,Jack Smight
craig_schlattman,Craig Schlattman
james_goldstone,James Goldstone
irwin_allen,Irwin Allen
michael_crichton,Michael Crichton
1063458-michael_anderson,Michael Anderson
ted_post,Ted Post
1015315-don_taylor,Don Taylor
paul_ziller,Paul Ziller
david_lowell_rich,David Lowell Rich
1127619-matthew_diamond,Matthew Diamond
roger_kumble,Roger Kumble
guy_ritchie,Guy Ritchie
adam_bernstein,Adam Bernstein
pj_castellaneta,P.J. Castellaneta
ulu_grosbard,Ulu Grosbard
aluisio_abranches,Aluisio Abranches
1128440-chris_roberts,Chris Roberts
bob_balaban,Bob Balaban
anton_leader,Anton Leader
bob_clark_iii,Bob Clark (III)
robert_defranco,Robert DeFranco
gaspar_noe,Gaspar Noe
walter_lang,Walter Lang
marshall_herskovitz,Marshall Herskovitz
maurice_joyce_ii,Maurice Joyce (II)
scott_silver,Scott Silver
sam_miller,Sam Miller
tony_goldwyn,Tony Goldwyn
andy_wachowski,Andy Wachowski
gil_junger,Gil Junger
carlos_saura,Carlos Saura
erick_zonca,Erick Zonca
marion_vernoux,Marion Vernoux
philip_saville,Philip Saville
hilary_brougher,Hilary Brougher
erich_von_stroheim,Erich von Stroheim
julio_medem,Julio Medem
vince-clark,Vince Clark
jacques_martineau,Jacques Martineau
alejandro_amenabar,Alejandro Amenábar
_0412999,Dariusz Jablonski
james_merendino,James Merendino
menghwa_ho,Meng-Hwa Ho
sam_mendes,Sam Mendes
jennifer_baichwal,Jennifer Baichwal
rodman_flender,Rodman Flender
simon_shore,Simon Shore
wu_tianming,Wu Tianming
tony_bui,Tony Bui
thom_eberhardt,Thom Eberhardt
jim_wynorski,Jim Wynorski
rob_sitch,Rob Sitch
patrick-conrad,Patrick Conrad
paul_quinn,Paul Quinn
joan_chen,Joan Chen
david_raynr,David Raynr
hirokazu-koreeda,Hirokazu Koreeda
1136788-daniel_lee,Daniel Lee
david_moreton,David Moreton
george_butler,George Butler
madison_monroe,Madison Monroe
amanda_poe,Amanda Poe
wojciech_has,Wojciech Has
leslie_goodwins,Leslie Goodwins
reginald_le_borg,Reginald Le Borg
christy_cabanne,Christy Cabanne
frank_perry,Frank Perry
richard_lester,Richard Lester
sidney_j_furie,Sidney J. Furie
erie_c_kenton,Erie C. Kenton
erle_c_kenton,Erle C. Kenton
roy_william_neill,Roy William Neill
terence_fisher,Terence Fisher
robert_siodmak,Robert Siodmak
george_waggner,George Waggner
philippe_mora,Philippe Mora
jack_arnold,Jack Arnold
jim_sharman,Jim Sharman
malcolm_leo,Malcolm Leo
christian_nyby,Christian Nyby
1051419-robert_gordon,Robert Gordon
fred_f_sears,Fred F. Sears
roger_corman,Roger Corman
virgil_w_vogel,Virgil W. Vogel
josef_rusnak,Josef Rusnak
theo-angelopoulos,Theodoros Angelopoulos
maria_ripoll,María Ripoll
morgan_j_freeman,Morgan J. Freeman
tanya_wexler,Tanya Wexler
_0122428,Robert Meyer Burnett
_0494467,Yvan Le Moine
tom_tykwer,Tom Tykwer
roger_nygard,Roger Nygard
frederic_golchan,Frederic Golchan
francis_veber,Francis Veber
ulli_lommel,Ulli Lommel
scott_ziehl,Scott Ziehl
leos_carax,Leos Carax
olivier_assayas,Olivier Assayas
chris_weitz,Chris Weitz
mark_pellington,Mark Pellington
tim_hill,Tim Hill
rick_famuyiwa,Rick Famuyiwa
_0417794,Michael Patrick Jann
david_kellogg,David Kellogg
jim_fall,Jim Fall
kinka_usher,Kinka Usher
michael_polish,Michael Polish
francois_truffaut,François Truffaut
gene_saks,Gene Saks
andrew_dominik,Andrew Dominik
bertrand_blier,Bertrand Blier
jerrold_freedman,Jerrold Freedman
_0488108,Brian Large
jeffrey_delman,Jeffrey Delman
gary_sherman,Gary Sherman
graeme_clifford,Graeme Clifford
brad_bird,Brad Bird
paul_mcguigan,Paul McGuigan
tod_williams,Tod Williams
john_turturro,John Turturro
gary_sinyor,Gary Sinyor
adam-rifkin,Adam Rifkin
anne_wheeler,Anne Wheeler
fatih_akin,Fatih Akin
anna_maria_tato,Anna Maria Tato
peter_hall,Peter Hall
william_castle,William Castle
gene_wilder,Gene Wilder
ian_mcnaughton,Ian McNaughton
ken_finkleman,Ken Finkleman
masami-hata,Masami Hata
kevin_williamson,Kevin Williamson
_0734747,Mic Rodgers
jeff_franklin,Jeff Franklin
satoshi_kon,Satoshi Kon
melvin_james,Melvin James
john-antonelli,John Antonelli
frank_r_strayer,Frank R. Strayer
daniel_bressanutti,Daniel Bressanutti
nanette_burstein,Nanette Burstein
rubi_zack,Rubi Zack
1110733-rand_ravich,Rand Ravich
albert_brooks,Albert Brooks
goran_paskaljevic,Goran Paskaljevic
kevin_brodie,Kevin Brodie
chris-menges,Chris Menges
hugh_johnson,Hugh Johnson
rose_troche,Rose Troche
ziad_doueiri,Ziad Doueiri
mike_barker,Mike Barker
1074237-hampton_fancher,Hampton Fancher
masanori_hata,Masanori Hata
farrah_fawcett,Farrah Fawcett
alfred-sole,Alfred Sole
sf_brownrigg,S.F. Brownrigg
adam_curtis,Adam Curtis
george_dunning,George Dunning
shari_springer_berman,Shari Springer Berman
_0898603,Christian Vincent
george_abbott,George Abbott
ken_russell,Ken Russell
tom_desimone,Tom DeSimone
jackie_chan,Jackie Chan
peter_kassovitz,Peter Kassovitz
bruce_mcculloch,Bruce McCulloch
1055381-audrey_wells,Audrey Wells
gary_halvorson,Gary Halvorson
1195077-kevin_elders,Kevin Elders
_0512052,Eleanor Lindo
mark_illsley,Mark Illsley
_0779265,Jake Scott
catherine_breillat,Catherine Breillat
bernard_mceveety_ii,Bernard McEveety (II)
dave_fleischer,Dave Fleischer
don_coscarelli,Don Coscarelli
anthony_perkins,Anthony Perkins
kimberly_peirce,Kimberly Peirce
cedric_kahn,Cédric Kahn
_0305054,José Luis Garci
jeff_abugov,Jeff Abugov
mickey_liddell,Mickey Liddell
marcel_carne,Marcel Carné
adam_shankman,Adam Shankman
john_byrum,John Byrum
preston_sturges,Preston Sturges
eliseo_subiela,Eliseo Subiela
charles_vidor,Charles Vidor
regis_wargnier,Régis Wargnier
james_bridges,James Bridges
guy_hamilton,Guy Hamilton
terence_young,Terence Young
jamaa_fanaka,Jamaa Fanaka
valerie_red_horse,Valerie Red-Horse
frank_whaley,Frank Whaley
harmony_korine,Harmony Korine
robert_marcarelli,Robert Marcarelli
mervyn_leroy,Mervyn LeRoy
claude_lelouch,Claude Lelouch
bob_fosse,Bob Fosse
antonio_banderas,Antonio Banderas
damon_santostefano,Damon Santostefano
michael_cristofer,Michael Cristofer
george-pavlou,George Pavlou
eric-styles,Eric Styles
adam_abraham,Adam Abraham
hayao_miyazaki,Hayao Miyazaki
donal_lardner_ward,Donal Lardner Ward
radu_mihaileanu,Radu Mihaileanu
chris_smith,Chris Smith
bonnie_hill,Bonnie Hill
cicely_tyson,Cicely Tyson
michael_gornick,Michael Gornick
arnold_laven,Arnold Laven
john_allison,John Allison
bruce_malmuth,Bruce Malmuth
darren_lynn_bausman,Darren Lynn Bousman
boris_sagal,Boris Sagal
ken_wiederhorn,Ken Wiederhorn
bob_logan,Bob Logan
maria_maggenti,Maria Maggenti
_0240439,Peter Duffell
craig_bolotin,Craig Bolotin
kunihiko_yuyama,Kunihiko Yuyama
richard_shepard,Richard Shepard
daniel_pyne,Daniel Pyne
andrew_marton,Andrew Marton
katt_shea,Katt Shea
kurt_voss,Kurt Voss
paul_newman,Paul Newman
wd_richter,W.D. Richter
ramon_menendez,Ramón Menéndez
claudia_carey,Claudia Carey
ventura_pons,Ventura Pons
jean_rollin,Jean Rollin
joel_hopkins,Joel Hopkins
hiroshi_inagaki,Hiroshi Inagaki
martin_ritt,Martin Ritt
courtney_hunt,Courtney Hunt
niki_caro,Niki Caro
1036678-tom_moore,Tom Moore
gavin_oconner,Gavin O'Conner
mario_bava,Mario Bava
ida_lupino,Ida Lupino
scott_elliott_ii,Scott Elliott (II)
victor_mignatti,Victor Mignatti
jean_negulesco,Jean Negulesco
edward_buzzell,Edward Buzzell
jean_renoir,Jean Renoir
george_w_george,George W. George
andrew_v_mclaglen,Andrew V. McLaglen
william_porter,William Porter
robert_f_hill,Robert F. Hill
buster_keaton,Buster Keaton
jack_nicholson,Jack Nicholson
frank_tashlin,Frank Tashlin
eddie_griffin,Eddie Griffin
john_mallory_asher,John Mallory Asher
lexi_alexander,Lexi Alexander
roland_west,Roland West
peter_bogdanovich,Peter Bogdanovich
nathan_juran,Nathan Juran
martha-fiennes,Martha Fiennes
matthew_warchus,Matthew Warchus
robert_ellis_miller,Robert Ellis Miller
dennis_hopper,Dennis Hopper
steve_carr,Steve Carr
julie_taymor,Julie Taymor
aviva-kempner,Aviva Kempner
jay_russell,Jay Russell
marion_hansel,Marion Hansel
santosh_sivan,Santosh Sivan
john_s_robertson,John S. Robertson
george_sidney,George Sidney
henry_king,Henry King
gene_quintano,Gene Quintano
eric_radomski,Eric Radomski
jesus_franco,Jesus Franco
curtis_harrington,Curtis Harrington
mark_dornford_may,Mark Dornford-May
hiroshi_teshigahara,Hiroshi Teshigahara
kris_isacsson,Kris Isacsson
robert_mugge,Robert Mugge
herbert_blache,Herbert Blaché
art_linson,Art Linson
mikael_kristersson,Mikael Kristersson
khyentse_norbu,Khyentse Norbu
alejandro_springall,Alejandro Springall
mikhail_kalatozov,Mikhail Kalatozov
stephen_surjik,Stephen Surjik
ed_kaplan,Ed Kaplan
dan_lund,Dan Lund
fran_rubel_kuzui,Fran Rubel Kuzui
andre_bonzel,André Bonzel
gary_sinise,Gary Sinise
troy_duffy,Troy Duffy
eric_blakeney,Eric Blakeney
monika_treut,Monika Treut
ben_affleck,Ben Affleck
susan_muska,Susan Muska
richard_spence,Richard Spence
directorjohn_cassavetes,Director:John Cassavetes
anthony_harvey,Anthony Harvey
chris-koch,Chris Koch
jun_falkenstein,Jun Falkenstein
lynn_hershmannleeson,Lynn Hershmann-Leeson
james_clavell,James Clavell
ben_younger,Ben Younger
jasmin_dizdar,Jasmin Dizdar
steven_okazaki,Steven Okazaki
cb-harding,C.B. Harding
edgarulmer,Edgar G. Ulmer
michael_miller,Michael Miller
alan_hale_jr,Alan Hale Jr.
_0401680,H. Bruce Humberstone
rod_lurie,Rod Lurie
eric_mendelsohn,Eric Mendelsohn
anders_w_berthelsen,Anders W. Berthelsen
dj_pooh,D.J. Pooh
pontus_lowenhielm,Pontus Löwenhielm
barry_blaustein,Barry Blaustein
george_bowers,George Bowers
brett_c_leonard,Brett C. Leonard
kevin_brownlow,Kevin Brownlow
michael_winner,Michael Winner
al_reinert,Al Reinert
edward_wood,Edward Wood
herschell_gordon_lewis,Herschell Gordon Lewis
winston_hibler,Winston Hibler
laslo_benedek,Laslo Benedek
1042400-george_marshall,George Marshall
jason_freeland,Jason Freeland
aileen-ritchie,Aileen Ritchie
wojciech_wojcik,Wojciech Wojcik
henri_verneuil,Henri Verneuil
ellen_kuras,Ellen Kuras
john_guillermin,John Guillermin
jule_dash,Jule Dash
irving_pichel,Irving Pichel
_0478303,Marcel L'Herbier
paul_flaherty,Paul Flaherty
jim_goddard,Jim Goddard
susan_seidelman,Susan Seidelman
james_frawley,James Frawley
dick_zondag,Dick Zondag
bill_l_norton,Bill L. Norton
jerry_jameson,Jerry Jameson
roy_ward_baker,Roy Ward Baker
raoul_walsh,Raoul Walsh
benoit_mariage,Benoît Mariage
1036363-james_wong,James Wong
christina_andreef,Christina Andreef
harold_prince,Harold Prince
alex_winter,Alex Winter
_0326161,Allan A. Goldstein
nardo_bonomi,Nardo Bonomi
newt_arnold,Newt Arnold
sidney_franklin,Sidney Franklin
stanley_kramer,Stanley Kramer
andrzej_bartkowiak,Andrzej Bartkowiak
mark_piznarski,Mark Piznarski
mark_hanlon,Mark Hanlon
dorothy_arzner,Dorothy Arzner
harry_hook,Harry Hook
charlie_s_chaplin,Charlie S. Chaplin
pawel_pawlikowski,Pawel Pawlikowski
robert_rossen,Robert Rossen
john_llewellyn_moxey,John Llewellyn Moxey
alain_tanner,Alain Tanner
louis_morneau,Louis Morneau
