2776,The Hitch-Hiker,1953,100,0,USA
2777,Santa Fe Trail,1940,100,0,USA
2778,Agnes Browne,1999,38,70,USA
2779,The End of the Affair,1999,66,73,UK
2780,The End of the Affair,1999,66,73,UK
2781,Holy Smoke,1999,43,46,USA
2782,A Map of the World,1999,64,51,USA
2783,Sweet and Lowdown,1999,77,76,USA
2784,The Bonfire of the Vanities,1990,23,28,USA
2785,Broadway Damage,1997,28,43,USA
2786,Daddy Long Legs,1955,100,0,USA
2787,Go West,1940,88,0,USA
2788,La grande illusion,1937,97,93,France
2789,The Great Santini,1979,94,74,USA
2790,The James Dean Story,1957,100,0,USA
2791,Stealing Home,1988,22,71,USA
2792,Tarzan the Fearless,1933,100,0,USA
2793,Three Ages,1923,100,0,USA
2794,The Two Jakes,1990,62,37,USA
2795,U2: Rattle and Hum,1988,66,0,USA
2796,Hell in the Pacific,1968,80,0,USA
2797,The Glass Bottom Boat,1966,50,0,USA
2798,Cradle Will Rock,1999,63,65,USA
2799,Deuce Bigalow: Male Gigolo,1999,23,55,USA
2800,The Green Mile,1999,77,93,USA
2801,The Cider House Rules,1999,70,75,USA
2802,Diamonds,1999,26,32,Germany
2803,Punisher: War Zone,2008,26,47,USA
2804,The Bat Whispers,1930,50,67,USA
2805,The Last Picture Show,1971,100,88,USA
2806,The 7th Voyage of Sinbad,1958,100,68,USA
2807,Blood on the Sun,1945,100,0,USA
2808,Anna and the King,1999,50,63,USA
2809,Bicentennial Man,1999,37,58,USA
2810,Stuart Little 2,2002,83,44,USA
2811,Jing Ke ci Qin Wang,1998,85,76,China
2812,Fantasia/2000,1999,82,67,USA
2813,Magnolia,1999,82,88,USA
2814,Onegin,1999,40,69,UK
2815,Simpatico,1999,23,18,UK
2816,Topsy-Turvy,1999,89,73,UK
2817,3-4 x jûgatsu,1990,85,66,Japan
2818,Brenda Starr,1989,0,0,USA
2819,Carnal Knowledge,1971,88,70,USA
2820,Easy Rider,1969,86,81,USA
2821,The Falcon and the Snowman,1985,86,62,UK
2822,Room at the Top,1959,100,0,UK
2823,Ulisse,1954,100,0,Italy
2824,Any Given Sunday,1999,49,70,USA
2825,Man on the Moon,1999,62,74,UK
2826,Galaxy Quest,1999,89,67,USA
2827,The Talented Mr. Ripley,1999,82,75,USA
2828,Next Friday,2000,20,77,USA
2829,The Hurricane,1937,100,0,USA
2830,Angela's Ashes,1999,52,79,USA
2831,Play It to the Bone,1999,11,29,USA
2832,Titus,1999,67,83,Italy
2833,The Third Miracle,1999,66,54,USA
2834,Scarface,1983,88,93,USA
2835,Snow Falling on Cedars,1999,39,67,USA
2836,The Life and Times of Hank Greenberg,1998,95,69,USA
2837,My Dog Skip,2000,72,63,USA
2838,Supernova,2000,10,21,USA
2839,The Quarry,1998,20,0,Spain
2840,Heavenly Creatures,1994,95,82,New Zealand
2841,The Way We Were,1973,63,82,USA
2842,Tess of the Storm Country,1922,0,0,USA
2843,Stalag 17,1953,96,92,USA
2844,The Presidio,1988,46,39,USA
2845,Papillon,1973,92,0,USA
2846,Pal Joey,1957,71,0,USA
2847,The Last Detail,1973,91,85,USA
2848,Five Easy Pieces,1970,83,85,USA
2849,Auch Zwerge haben klein angefangen,1970,100,76,West Germany
2850,Dead Calm,1989,95,57,Australia
2851,The Boys from Brazil,1978,65,68,UK
2852,La maschera del demonio,1960,80,79,Italy
2853,Against All Odds,1984,66,46,USA
2854,The Snows of Kilimanjaro,1952,100,0,USA
2855,Loaded Weapon 1,1993,13,50,USA
2856,The Loves of Carmen,1948,0,0,USA
2857,Fast Times at Ridgemont High,1982,79,76,USA
2858,Evil Angels,1988,90,63,Australia
2859,Batman: Mask of the Phantasm,1993,86,73,USA
2860,American Flyers,1985,60,57,USA
2861,Voyage of the Damned,1976,80,0,UK
2862,Vampiros lesbos,1971,50,45,West Germany
2863,A Star Is Born,1937,100,0,USA
2864,Poison,1991,83,65,USA
2865,Pacific Heights,1990,45,51,USA
2866,Night Tide,1961,0,0,USA
2867,The Draughtsman's Contract,1982,100,84,UK
2868,U-Carmen e-Khayelitsha,2005,95,50,South Africa
2869,A Zed & Two Noughts,1985,78,86,UK
2870,Suna no onna,1964,100,92,Japan
2871,Down to You,2000,3,51,USA
2872,Hellhounds on My Trail: The Afterlife of Robert Johnson,2000,0,0,USA
2873,The Odessa File,1974,64,64,UK
2874,The Saphead,1920,0,0,USA
2875,Seven Chances,1925,100,0,USA
2876,Where the Buffalo Roam,1980,25,75,USA
2877,Falkens öga,1998,71,38,Sweden
2878,Eye of the Beholder,1999,9,34,Canada
2879,Isn't She Great,2000,25,41,USA
2880,The Big Tease,1999,56,56,UK
2881,Phörpa,1999,84,85,Bhutan
2882,Santitos,1999,57,58,Mexico
2883,Encino Man,1992,13,58,USA
2884,The Goodbye Girl,1977,80,84,USA
2885,Soy Cuba,1964,100,91,Soviet Union
2886,Malcolm X,1992,90,90,USA
2887,Sister Act,1992,66,66,USA
2888,Sister Act 2: Back in the Habit,1993,7,66,USA
2889,The Hand That Rocks the Cradle,1992,56,60,USA
2890,Alive,1993,71,68,USA
2891,Agnes of God,1985,52,55,USA
2892,Scent of a Woman,1992,93,90,USA
2893,Wayne's World,1992,84,80,USA
2894,Wayne's World 2,1993,59,64,USA
2895,A League of Their Own,1992,0,0,USA
2896,Patriot Games,1992,75,70,USA
2897,The Bodyguard,1992,37,61,USA
2898,Death Becomes Her,1992,0,0,USA
2899,Far and Away,1992,47,61,USA
2900,Howards End,1992,91,80,UK
2901,Singles,1992,80,70,USA
2902,Twin Peaks: Fire Walk with Me,1992,62,79,France
2903,White Men Can't Jump,1992,78,61,USA
2904,Buffy the Vampire Slayer,1992,32,44,USA
2905,C'est arrivé près de chez vous,1992,85,90,Belgium
2906,El mariachi,1992,92,73,Mexico
2907,Stop! Or My Mom Will Shoot,1992,4,26,USA
2908,Forever Young,1992,50,55,USA
2909,The Cutting Edge,1992,58,76,USA
2910,Of Mice and Men,1992,96,77,USA
2911,Bad Lieutenant,1992,76,73,USA
2912,Scream 3,2000,38,49,USA
2913,Single White Female,1992,58,49,USA
2914,The Boondock Saints,1999,19,93,Canada
2915,Gun Shy,2000,23,40,USA
2916,Gendernauts - Eine Reise durch die Geschlechter,1999,50,0,USA
2917,Gone Baby Gone,2007,93,84,USA
2918,The Brandon Teena Story,1998,66,70,USA
2919,Different for Girls,1996,50,65,UK
2920,Minnie and Moskowitz,1971,80,0,USA
2921,They Might Be Giants,1971,77,0,USA
2922,The Beach,2000,18,59,USA
2923,Snow Day,2000,25,33,USA
2924,The Tigger Movie,2000,61,63,USA
2925,Yi ge dou bu neng shao,1999,95,88,China
2926,The Big Combo,1955,91,69,USA
2927,Conceiving Ada,1997,81,50,USA
2928,Eaten Alive,1977,10,0,USA
2929,Raining Stones,1993,100,88,UK
2930,Boiler Room,2000,67,75,USA
2931,Pitch Black,2000,55,79,USA
2932,The Whole Nine Yards,2000,45,67,USA
2933,Beautiful People,1999,79,82,UK
2934,Black Tar Heroin: The Dark End of the Street,2000,0,0,USA
2935,Blue Collar Comedy Tour: The Movie,2003,92,82,USA
2936,Bluebeard,1944,100,0,USA
2937,City Lights,1931,100,94,USA
2938,The Flamingo Kid,1984,88,39,USA
2939,A Dog's Life,1918,0,0,USA
2940,The Karate Kid,1984,90,71,USA
2941,The Man from Laramie,1955,100,0,USA
2942,Class Reunion,1982,0,0,USA
2943,The Big Trees,1952,0,0,USA
2944,Happy Go Lovely,1951,0,0,UK
2945,Reindeer Games,2000,24,33,USA
2946,Wonder Boys,2000,81,79,UK
2947,Deterrence,1999,44,54,France
2948,Judy Berlin,1999,79,73,USA
2949,Mifunes sidste sang,1999,73,84,Denmark
2950,3 Strikes,2000,0,60,USA
2951,Chain of Fools,2000,0,0,USA
2952,Drowning Mona,2000,29,40,USA
2953,The Next Best Thing,2000,18,36,USA
2954,What Planet Are You From?,2000,41,25,USA
2955,Beyond the Mat,1999,81,79,USA
2956,Ghost Dog: The Way of the Samurai,1999,81,82,France
2957,The Year My Voice Broke,1987,93,89,Australia
2958,Splendor in the Grass,1961,84,0,USA
2959,My Tutor,1983,0,0,USA
2960,The Legend of Lobo,1962,0,0,USA
2961,The Killing of Sister George,1968,75,85,USA
2962,Key Largo,1948,96,0,USA
2963,Jailbait,2004,16,62,USA
2964,It Happened Here,1965,66,63,UK
2965,I'll Never Forget What's'isname,1967,100,0,UK
2966,For All Mankind,1989,92,91,USA
2967,Cross of Iron,1977,78,0,UK
2968,Bride of the Monster,1955,37,0,USA
2969,Born Yesterday,1950,95,86,USA
2970,Birdy,1984,88,82,USA
2971,Et Dieu... créa la femme,1956,72,52,France
2972,Blood Feast,1963,36,0,USA
2973,Never Cry Wolf,1983,100,80,USA
2974,The Night Visitor,1971,25,50,USA
2975,The Perils of Pauline,1947,0,0,USA
2976,A Raisin in the Sun,1961,100,83,USA
2977,Two Thousand Maniacs!,1964,30,0,USA
2978,Brown's Requiem,1998,50,0,USA
2979,The Closer You Get,2000,31,56,UK
2980,Mission to Mars,2000,0,0,USA
2981,The Ninth Gate,1999,41,60,Spain
2982,Est - Ouest,1999,68,85,France
2983,Defending Your Life,1991,96,76,USA
2984,Breaking Away,1979,93,84,USA
2985,Hoosiers,1986,88,87,UK
2986,Bull Durham,1988,97,78,USA
2987,Dog Day Afternoon,1975,97,91,USA
2988,American Graffiti,1973,96,78,USA
2989,The Asphalt Jungle,1950,96,0,USA
2990,The Searchers,1956,97,87,USA
2991,The Devil's Brigade,1968,75,71,USA
2992,The Big Country,1958,100,0,USA
2993,Mélodie en sous-sol,1963,66,0,France
2994,The Betrayal - Nerakhoon,2008,93,72,USA
2995,Bound for Glory,1976,87,74,USA
2996,The Bridge at Remagen,1969,0,0,USA
2997,Buck and the Preacher,1972,0,0,USA
2998,Daughters of the Dust,1991,87,78,USA
2999,Destination Moon,1950,55,0,USA
3000,Hangmen Also Die!,1943,100,0,USA
3001,Der Unhold,1996,88,79,France
3002,The Beach,2000,18,59,USA
3003,Railroaded!,1947,75,0,USA
3004,The Taking of Pelham One Two Three,1974,100,86,USA
3005,Volunteers,1985,50,0,USA
3006,JFK,1991,82,84,USA
3007,Who's Harry Crumb?,1989,30,0,USA
3008,Harry and the Hendersons,1987,41,0,USA
3009,Let's Get Harry,1986,0,0,USA
3010,Shanghai Surprise,1986,14,0,UK
3011,Who's That Girl,1987,23,0,USA
3012,She-Devil,1989,41,44,USA
3013,Date with an Angel,1987,14,59,USA
3014,Blind Date,1987,22,44,USA
3015,Nadine,1987,40,21,USA
3016,The Muppet Movie,1979,89,79,UK
3017,The Great Muppet Caper,1981,70,72,UK
3018,The Muppets Take Manhattan,1984,78,70,USA
3019,Sesame Street Presents: Follow that Bird,1985,90,64,USA
3020,We're Back! A Dinosaur's Story,1993,27,54,USA
3021,Baby: Secret of the Lost Legend,1985,11,37,USA
3022,Turtle Diary,1985,100,69,UK
3023,Raise the Titanic,1980,60,44,UK
3024,Titanic,1997,82,68,USA
3025,A Night to Remember,1958,100,0,UK
3026,Captain Horatio Hornblower R.N.,1951,100,0,UK
3027,Les convoyeurs attendent,1999,100,71,France
3028,Erin Brockovich,2000,83,76,USA
3029,Final Destination,2000,30,75,USA
3030,Soft Fruit,1999,64,83,Australia
3031,L'ours,1988,90,76,France
3032,Deep Impact,1998,47,51,USA
3033,Zerkalo,1975,100,93,Soviet Union
3034,The Crimson Pirate,1952,100,0,USA
3035,Thelma & Louise,1991,90,75,USA
3036,Something for Everyone,1970,50,0,USA
3037,...And Justice for All.,1979,94,76,USA
3038,Animal House,1978,90,88,USA
3039,She's Gotta Have It,1986,92,66,USA
3040,School Daze,1988,57,80,USA
3041,Do the Right Thing,1989,96,86,USA
3042,Mo' Better Blues,1990,71,0,USA
3043,Jungle Fever,1991,57,36,USA
3044,Coogan's Bluff,1968,100,48,USA
3045,Resurrecting the Champ,2007,59,62,USA
3046,Creature Comforts,1989,91,0,UK
3047,Death Wish,1974,69,68,USA
3048,Death Wish,1974,69,68,USA
3049,Death Wish 3,1985,0,54,USA
3050,Death Wish 4: The Crackdown,1987,16,0,USA
3051,Double Indemnity,1944,97,93,USA
3052,Dying Young,1991,31,66,USA
3053,Cool as Ice,1991,7,0,USA
3054,Teenage Mutant Ninja Turtles,1990,45,76,USA
3055,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,37,68,USA
3056,Teenage Mutant Ninja Turtles III,1993,28,42,USA
3057,Red Dawn,1984,50,0,USA
3058,Band of the Hand,1986,14,49,USA
3059,Born American,1986,0,0,USA
3060,Bloodsport,1988,33,0,USA
3061,Eyes of Laura Mars,1978,47,44,USA
3062,Funny Bones,1995,64,72,UK
3063,The Good Earth,1937,92,76,USA
3064,The Good Mother,1988,66,35,USA
3065,Grumpy Old Men,1993,66,66,USA
3066,Guess Who's Coming to Dinner,1967,62,84,USA
3067,Romeo Must Die,2000,32,67,USA
3068,Here on Earth,2000,17,63,USA
3069,Whatever It Takes,2000,15,52,USA
3070,Buddy Boy,1999,71,53,USA
3071,Rang-e khoda,1999,87,94,Iran
3072,Waking the Dead,2000,51,77,USA
3073,Blood and Sand,1922,100,0,USA
3074,Gothic,1986,54,0,UK
3075,Lord of the Flies,1990,61,54,USA
3076,Modern Times,1936,100,95,USA
3077,Last Resort,2000,94,77,UK
3078,Solar Crisis,1990,0,0,Japan
3079,That's Life!,1986,46,64,USA
3080,Heart and Souls,1993,54,72,USA
3081,Hud,1963,79,87,USA
3082,The Hustler,1961,96,90,USA
3083,Inherit the Wind,1960,90,88,USA
3084,Dersu Uzala,1975,75,94,Soviet Union
3085,Close Encounters of the Third Kind,1977,94,79,USA
3086,The City of the Dead,1960,50,0,UK
3087,Jonas qui aura 25 ans en l'an 2000,1976,100,0,France
3088,Retroactive,1997,40,0,USA
3089,A Place in the Sun,1951,75,86,USA
3090,Jacob's Ladder,1990,71,82,USA
3091,Empire Records,1995,23,83,USA
3092,La Bamba,1987,95,74,USA
3093,Ladyhawke,1985,63,0,USA
3094,Lucas,1986,64,66,USA
3095,High Fidelity,2000,91,88,UK
3096,The Road to El Dorado,2000,48,64,USA
3097,The Skulls,2000,8,48,USA
3098,Macchie solari,1975,50,0,Italy
3099,Devil Girl from Mars,1954,0,0,UK
3100,The Road to El Dorado,2000,48,64,USA
3101,Hook,1991,24,72,USA
3102,Horror Express,1972,40,0,UK
3103,My Chauffeur,1986,0,0,USA
3104,The Son of the Sheik,1926,66,0,USA
3105,True Grit,1969,93,83,USA
3106,Roadside Prophets,1992,83,0,USA
3107,Madame Sousatzka,1988,75,57,UK
3108,Max Dugan Returns,1983,71,56,USA
3109,Midnight Express,1978,95,0,UK
3110,Misery,1990,90,83,USA
3111,Mr. Saturday Night,1992,0,0,USA
3112,Murphy's Romance,1985,85,71,USA
3113,My Life Without Me,2003,0,0,Spain
3114,Solyaris,1972,97,89,Soviet Union
3115,Network,1976,90,93,USA
3116,No Way Out,1987,100,65,USA
3117,North Dallas Forty,1979,85,69,USA
3118,The Odd Couple,1968,100,0,USA
3119,The Outlaw Josey Wales,1976,96,0,USA
3120,Black and White,1999,25,0,USA
3121,Frequency,2000,69,78,USA
3122,Ready to Rumble,2000,25,49,USA
3123,Return to Me,2000,60,76,USA
3124,Rules of Engagement,2000,36,60,USA
3125,Joe Gould's Secret,2000,64,59,USA
3126,Bell Book and Candle,1958,66,0,USA
3127,The End of Violence,1997,27,43,France
3128,Force 10 from Navarone,1978,63,56,UK
3129,How to Stuff a Wild Bikini,1965,0,0,USA
3130,Mystery Train,1989,84,87,USA
3131,Sacco e Vanzetti,1971,50,94,Italy
3132,Taffin,1988,0,0,UK
3133,King Arthur,2004,31,63,USA
3134,Bachelor Party,1984,55,53,USA
3135,Parenthood,1989,92,68,USA
3136,Predator,1987,75,83,USA
3137,The Prince of Tides,1991,73,68,USA
3138,The Postman Always Rings Twice,1981,70,61,USA
3139,All the Vermeers in New York,1990,100,49,USA
3140,Yukinojô henge,1963,88,88,Japan
3141,28 Days Later...,2002,88,82,UK
3142,American Psycho,2000,66,83,USA
3143,Keeping the Faith,2000,68,55,USA
3144,Where the Money Is,2000,45,36,Germany
3145,East Is East,1999,80,75,UK
3146,The Filth and the Fury,2000,94,82,UK
3147,Passion of Mind,2000,15,45,USA
3148,Third World Cop,1999,16,77,Jamaica
3149,Coming Apart,1969,50,0,USA
3150,Diner,1982,96,75,USA
3151,Shakes the Clown,1991,36,0,USA
3152,Cabaret,1972,96,86,USA
3153,What Ever Happened to Baby Jane?,1962,89,89,USA
3154,Prick Up Your Ears,1987,100,76,UK
3155,Auntie Mame,1958,92,0,USA
3156,Guys and Dolls,1955,80,0,USA
3157,Hunger,2008,89,75,UK
3158,Marathon Man,1976,79,81,USA
3159,Caddyshack,1980,75,86,USA
3160,Gossip,2000,27,45,USA
3161,Love & Basketball,2000,81,93,USA
3162,U-571,2000,68,60,France
3163,The Virgin Suicides,1999,77,80,USA
3164,Jennifer Eight,1992,43,39,USA
3165,Limelight,1952,100,0,USA
3166,Ai no borei,1978,50,0,Japan
3167,Committed,2000,44,32,USA
3168,The Crow: Salvation,2000,22,53,Germany
3169,The Flintstones in Viva Rock Vegas,2000,24,30,USA
3170,Where the Heart Is,2000,34,78,USA
3171,The Big Kahuna,1999,73,65,USA
3172,Bossa Nova,2000,75,54,Brazil
3173,Goat on Fire and Smiling Fish,1999,50,50,USA
3174,The Last September,1999,39,39,France
3175,Timecode,2000,67,50,USA
3176,Carnosaur,1993,11,0,USA
3177,Carnosaur 2,1995,0,0,USA
3178,Carnosaur 3: Primal Species,1996,0,0,USA
3179,Defying Gravity,1997,66,57,USA
3180,Caché,2005,88,71,France
3181,Two Moon Junction,1988,0,54,USA
3182,Gladiator,2000,77,85,USA
3183,Up at the Villa,2000,46,34,UK
3184,Human Traffic,1999,60,88,UK
3185,1-2-3-4 ou Les Collants noirs,1960,0,0,France
3186,À bout de souffle,1960,95,90,France
3187,The Great Locomotive Chase,1956,50,0,USA
3188,The Idolmaker,1980,85,80,USA
3189,From Dusk Till Dawn,1996,62,75,USA
3190,The King of Marvin Gardens,1972,70,55,USA
3191,The Lord's of Flatbush,1974,63,43,USA
3192,Mr. Mom,1983,76,54,USA
3193,Les maîtres du temps,1982,0,0,France
3194,Battlefield Earth: A Saga of the Year 3000,2000,2,14,USA
3195,Center Stage,2000,41,79,USA
3196,Held Up,1999,16,48,USA
3197,Screwed,2000,13,48,USA
3198,Whipped,2000,13,32,USA
3199,Hamlet,1996,94,86,UK
3200,Anchors Aweigh,1945,60,0,USA
3201,Blue Hawaii,1961,16,0,USA
3202,The Castaway Cowboy,1974,50,0,USA
3203,G.I. Blues,1960,0,0,USA
3204,The Gay Deceivers,1969,0,0,USA
3205,Gypsy,1962,72,0,USA
3206,King Creole,1958,100,0,USA
3207,On the Town,1949,93,0,USA
3208,One Little Indian,1973,0,0,USA
3209,Pee-wee's Big Adventure,1985,91,66,USA
3210,Regret to Inform,1998,93,55,USA
3211,Roustabout,1964,62,0,USA
3212,The Slipper and the Rose: The Story of Cinderella,1976,100,0,UK
3213,Things Change,1988,81,70,USA
3214,Honeymoon in Vegas,1992,65,35,USA
3215,Dinosaur,2000,65,48,USA
3216,Loser,2000,24,37,USA
3217,Road Trip,2000,58,68,USA
3218,Small Time Crooks,2000,66,54,USA
3219,The Hollywood Knights,1980,25,0,USA
3220,The Myth of Fingerprints,1997,63,54,USA
3221,Possession,2009,0,34,USA
3222,The Twelve Chairs,1970,92,0,USA
3223,Mission: Impossible,1996,57,70,USA
3224,Shanghai Noon,2000,78,67,USA
3225,Better Living Through Circuitry,1999,81,0,USA
3226,8 ½ Women,1999,40,51,UK
3227,Carnival of Souls,1962,80,71,USA
3228,Flying Tigers,1942,62,0,USA
3229,The Gold Rush,1925,100,91,USA
3230,It's in the Water,1997,33,0,USA
3231,Monsieur Verdoux,1947,95,88,USA
3232,On Her Majesty's Secret Service,1969,81,62,UK
3233,Seven Days in May,1964,100,86,USA
3234,The Spy Who Loved Me,1977,78,71,UK
3235,Ceux qui m'aiment prendront le train,1998,58,68,France
3236,Sans toit ni loi,1985,100,82,France
3237,Moonraker,1979,63,48,UK
3238,The Man with the Golden Gun,1974,51,63,UK
3239,King of New York,1990,69,77,Italy
3240,A Woman of Paris: A Drama of Fate,1923,100,0,USA
3241,In Old California,1942,0,0,USA
3242,The Fighting Seabees,1944,100,0,USA
3243,Dark Command,1940,100,0,USA
3244,Cléo de 5 à 7,1962,95,88,France
3245,Big Momma's House,2000,30,68,USA
3246,The Abominable Snowman,1957,0,0,UK
3247,American Gigolo,1980,73,49,USA
3248,Angustia,1987,33,0,Spain
3249,La novia ensangrentada,1972,100,0,Spain
3250,Paura nella città dei morti viventi,1980,50,0,Italy
3251,The Endless Summer,1966,100,88,USA
3252,The Guns of Navarone,1961,95,0,UK
3253,La grande bouffe,1973,66,85,France
3254,Lured,1947,100,0,USA
3255,Quatermass and the Pit,1967,75,75,UK
3256,Quatermass 2,1957,75,0,UK
3257,Puppetmaster,1989,20,0,USA
3258,Puppet Master II,1991,20,0,USA
3259,Puppet Master III: Toulon's Revenge,1991,50,0,USA
3260,Puppet Master 4,1993,0,0,USA
3261,Puppet Master 5: The Final Chapter,1994,0,0,USA
3262,Curse of the Puppet Master,1998,0,0,USA
3263,Retro Puppet Master,1999,0,0,USA
3264,Rent-a-Cop,1987,18,19,USA
3265,Romeo + Juliet,1996,0,0,USA
3266,Stay Tuned,1992,50,0,USA
3267,Story of G.I. Joe,1945,70,71,USA
3268,Blazing Saddles,1974,88,89,USA
3269,Benji the Hunted,1987,57,0,USA
3270,Benji the Hunted,1987,57,0,USA
3271,For the Love of Benji,1977,0,0,USA
3272,White Christmas,1954,76,0,USA
3273,Eraserhead,1976,90,83,USA
3274,The Boys of Baraka,2005,73,84,USA
3275,The Man with the Golden Arm,1955,82,84,USA
3276,The Decline of Western Civilization Part III,1998,100,78,USA
3277,The Decline of Western Civilization Part II: The Metal Years,1988,80,80,USA
3278,Per qualche dollaro in più,1965,91,91,Italy
3279,Magnum Force,1973,80,0,USA
3280,Blood Simple.,1984,94,86,USA
3281,The Fabulous Baker Boys,1989,95,59,USA
3282,Prizzi's Honor,1985,87,61,USA
3283,Flatliners,1990,52,61,USA
3284,Gandahar,1988,0,0,France
3285,Porky's,1982,31,58,Canada
3286,Porky's II: The Next Day,1983,11,0,Canada
3287,Porky's Revenge,1985,27,0,USA
3288,Private School,1983,0,0,USA
3289,Class of Nuke 'Em High,1986,20,0,USA
3290,The Toxic Avenger,1984,62,60,USA
3291,The Toxic Avenger Part II,1989,0,0,USA
3292,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,0,0,USA
3293,Night of the Creeps,1986,72,0,USA
3294,Predator,1987,75,83,USA
3295,The Running Man,1987,62,59,USA
3296,Starman,1984,78,61,USA
3297,The Brother from Another Planet,1984,91,74,USA
3298,Mad Max,1979,94,69,Australia
3299,Mad Max 2,1981,100,76,Australia
3300,Mad Max Beyond Thunderdome,1985,81,50,Australia
3301,Bird on a Wire,1990,30,43,USA
3302,Angel Heart,1987,75,79,USA
3303,Nine 1/2 Weeks,1986,61,57,USA
3304,Firestarter,1984,38,57,USA
3305,Sleepwalking,2008,17,45,Canada
3306,Action Jackson,1988,10,30,USA
3307,Sarafina!,1992,50,83,France
3308,Soapdish,1991,72,56,USA
3309,The Long Walk Home,1990,83,78,USA
3310,Clara's Heart,1988,37,69,USA
3311,Burglar,1987,27,43,USA
3312,Fatal Beauty,1987,25,40,USA
3313,Gone in Sixty Seconds,2000,24,79,USA
3314,American Pimp,1999,52,67,USA
3315,Love's Labour's Lost,2000,49,46,UK
3316,Sunshine,2007,0,0,UK
3317,Trixie,2000,27,30,USA
3318,The Last American Virgin,1982,66,60,USA
3319,Hamlet,1996,94,86,UK
3320,Coming Home,1978,80,79,USA
3321,American Pop,1981,56,0,USA
3322,Assault on Precinct 13,2005,60,54,USA
3323,Near Dark,1987,90,73,USA
3324,One False Move,1992,100,67,USA
3325,Shaft,1971,90,66,USA
3326,The Conversation,1974,97,89,USA
3327,Cutter's Way,1981,100,0,USA
3328,Balls of Fury,2007,22,36,USA
3329,The Paper Chase,1973,87,72,USA
3330,Prince of the City,1981,93,82,USA
3331,Serpico,1973,91,85,Italy
3332,Ace in the Hole,1951,86,92,USA
3333,Lonely Are the Brave,1962,90,0,USA
3334,The Sugarland Express,1974,92,60,USA
3335,Trouble in Paradise,1932,90,91,USA
3336,Big Trouble in Little China,1986,0,0,USA
3337,Badlands,1973,97,0,USA
3338,Bronenosets Potyomkin,1925,100,85,Soviet Union
3339,Boys and Girls,2000,11,51,USA
3340,Shaft,1971,90,66,USA
3341,Titan A.E.,2000,50,59,USA
3342,La lengua de las mariposas,1999,95,89,Spain
3343,Jesus' Son,1999,81,83,USA
3344,Match Point,2005,77,78,UK
3345,Chicken Run,2000,96,53,UK
3346,The Patriot,2000,61,80,Germany
3347,The Adventures of Rocky & Bullwinkle,2000,42,24,USA
3348,The Perfect Storm,2000,0,0,USA
3349,The Golden Bowl,2000,52,38,USA
3350,Asylum,2008,0,17,USA
3351,Communion,1976,66,0,USA
3352,Fun & Fancy Free,1947,66,62,USA
3353,The Kentucky Fried Movie,1977,76,67,USA
3354,Bound by Honor,1993,50,92,USA
3355,F/X2,1991,25,37,USA
3356,F/X2,1991,25,37,USA
3357,The Hot Spot,1990,0,0,USA
3358,Missing in Action 2: The Beginning,1985,0,0,USA
3359,Missing in Action 2: The Beginning,1985,0,0,USA
3360,Braddock: Missing in Action III,1988,0,0,USA
3361,Thunderbolt and Lightfoot,1974,86,69,USA
3362,Dreamscape,1984,77,48,USA
3363,The Golden Voyage of Sinbad,1974,57,0,UK
3364,Il rosso segno della follia,1970,50,0,Italy
3365,House Party,1990,95,74,USA
3366,House Party 2,1991,25,59,USA
3367,Make Mine Music,1946,66,46,USA
3368,Melody Time,1948,87,48,USA
3369,Nekromantik,1987,50,0,West Germany
3370,Project Moon Base,1953,0,0,USA
3371,Rocketship X-M,1950,100,0,USA
3372,Shaft in Africa,1973,42,0,USA
3373,Shaft's Big Score!,1972,70,0,USA
3374,Croupier,1998,98,76,France
3375,The Karate Kid,1984,90,71,USA
3376,Scary Movie,2000,53,50,USA
3377,But I'm a Cheerleader,1999,32,74,USA
3378,Xizao,1999,86,89,China
3379,Blowup,1966,85,86,UK
3380,The Pawnbroker,1964,100,0,USA
3381,Groove,2000,56,79,USA
3382,Footloose,1984,56,73,USA
3383,Duel in the Sun,1946,85,0,USA
3384,X-Men,2000,81,83,USA
3385,Chuck & Buck,2000,84,59,USA
3386,The Five Senses,1999,74,76,Canada
3387,The Wisdom of Crocodiles,1998,47,51,UK
3388,The In Crowd,2000,1,41,USA
3389,What Lies Beneath,2000,45,61,USA
3390,Pokémon: The Movie 2000,2000,15,51,Japan
3391,Les amants criminels,1999,64,63,France
3392,Anatomy of a Murder,1959,100,89,USA
3393,Freejack,1992,16,27,USA
3394,Greaser's Palace,1972,40,72,USA
3395,Some Like It Hot,1959,97,93,USA
3396,Knight Rider,2008,0,0,USA
3397,Mackenna's Gold,1969,40,0,USA
3398,Sinbad and the Eye of the Tiger,1977,62,0,UK
3399,La ciociara,1960,100,0,Italy
3400,What About Bob?,1991,81,74,USA
3401,White Sands,1992,46,36,USA
3402,'Breaker' Morant,1980,100,0,Australia
3403,Every Thing You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,89,0,USA
3404,Interiors,1978,75,0,USA
3405,Love and Death,1975,100,88,France
3406,La historia oficial,1985,100,86,Argentina
3407,Søndagsengler,1996,66,0,Norway
3408,Pot o' Gold,1941,50,0,USA
3409,Tampopo,1985,100,93,Japan
3410,Thomas and the Magic Railroad,2000,18,41,UK
